Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,name,Customerid
INN21623,2,0,0,2,Not Selected,0,Room_Type 1,9,2018,1,14,Online,0,0,0,67.5,0,Not_Canceled,Brittany Baldwin,21623
INN21624,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2017,10,5,Online,0,0,0,82.39,2,Not_Canceled,Dillon Valdez,21624
INN21625,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90,0,Not_Canceled,Amber Morrow,21625
INN21626,1,0,1,0,Not Selected,0,Room_Type 1,20,2018,9,12,Online,0,0,0,89,2,Not_Canceled,Christopher Schroeder,21626
INN21627,2,0,0,4,Meal Plan 1,0,Room_Type 1,92,2017,10,7,Offline,0,0,0,70,0,Not_Canceled,Raymond Rodriguez,21627
INN21628,2,0,1,3,Meal Plan 1,0,Room_Type 1,113,2018,4,25,Online,0,0,0,100.75,1,Not_Canceled,Bethany Burgess,21628
INN21629,1,0,0,3,Meal Plan 1,0,Room_Type 5,36,2018,6,29,Online,0,0,0,110.8,0,Canceled,David Chavez,21629
INN21630,2,1,2,5,Meal Plan 1,0,Room_Type 4,180,2018,8,3,Online,0,0,0,129.7,1,Canceled,Ms. Jordan Weaver PhD,21630
INN21631,1,0,1,2,Meal Plan 1,0,Room_Type 1,31,2017,10,5,Online,0,0,0,85.5,2,Not_Canceled,Amber Harrell,21631
INN21632,1,0,0,2,Meal Plan 1,0,Room_Type 1,107,2018,6,10,Offline,0,0,0,120,0,Not_Canceled,Kelly Matthews,21632
INN21633,3,0,1,0,Meal Plan 1,0,Room_Type 4,2,2018,8,15,Online,0,0,0,256,1,Canceled,Elizabeth Adams,21633
INN21634,2,2,1,3,Meal Plan 1,0,Room_Type 6,21,2018,9,19,Online,0,0,0,234,0,Canceled,Ross Carr,21634
INN21635,2,0,2,2,Meal Plan 1,0,Room_Type 4,47,2018,9,18,Online,0,0,0,119.52,0,Not_Canceled,Andrew Cohen,21635
INN21636,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110,0,Canceled,Dana Brown,21636
INN21637,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,9,14,Offline,0,0,0,130,0,Not_Canceled,Dr. Randy Mccormick PhD,21637
INN21638,1,0,0,1,Meal Plan 1,1,Room_Type 1,28,2018,7,14,Corporate,0,0,0,67,0,Not_Canceled,Jermaine Williams,21638
INN21639,2,0,0,4,Meal Plan 1,0,Room_Type 1,113,2018,5,18,Online,0,0,0,136,1,Not_Canceled,Sarah Bell,21639
INN21640,2,0,2,5,Meal Plan 1,0,Room_Type 1,195,2018,7,21,Online,0,0,0,90.95,1,Not_Canceled,Joseph Simpson,21640
INN21641,1,0,1,1,Not Selected,0,Room_Type 1,5,2018,8,1,Online,0,0,0,109,1,Canceled,Jacob Farley,21641
INN21642,2,0,1,1,Meal Plan 1,0,Room_Type 4,66,2018,10,3,Online,0,0,0,119.07,1,Canceled,Rita Norris,21642
INN21643,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73,0,Not_Canceled,Timothy Johnson,21643
INN21644,2,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,3,7,Online,0,0,0,103,1,Not_Canceled,Heather Lopez,21644
INN21645,2,0,1,3,Meal Plan 1,1,Room_Type 1,42,2018,7,18,Online,0,0,0,135.9,1,Not_Canceled,Leroy Brennan,21645
INN21646,2,0,0,2,Not Selected,0,Room_Type 1,77,2018,6,17,Online,0,0,0,116.1,0,Canceled,Catherine Oliver,21646
INN21647,2,0,1,1,Meal Plan 1,0,Room_Type 4,16,2018,6,4,Online,0,0,0,112.42,1,Not_Canceled,Scott Hansen,21647
INN21648,2,0,0,3,Meal Plan 1,0,Room_Type 1,108,2018,4,13,Online,0,0,0,90.3,0,Not_Canceled,Roger Conrad,21648
INN21649,2,0,1,2,Not Selected,0,Room_Type 1,86,2018,12,2,Online,0,0,0,79.2,1,Not_Canceled,Thomas Reid,21649
INN21650,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82,0,Not_Canceled,Stephanie Williams,21650
INN21651,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109,0,Not_Canceled,John Sims,21651
INN21652,2,0,1,1,Not Selected,0,Room_Type 1,1,2018,1,4,Online,0,0,0,86,1,Not_Canceled,Christian Garcia,21652
INN21653,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,Not_Canceled,Leslie Smith,21653
INN21654,2,0,1,2,Meal Plan 1,0,Room_Type 4,18,2018,12,30,Online,0,0,0,148,2,Not_Canceled,Mary Allen,21654
INN21655,1,1,1,2,Meal Plan 1,0,Room_Type 1,6,2017,9,14,Online,0,0,0,109,2,Not_Canceled,Richard Mendoza,21655
INN21656,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,Canceled,Erin Ingram,21656
INN21657,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,2017,10,10,Offline,1,1,0,65,0,Not_Canceled,Patrick Schaefer DDS,21657
INN21658,2,0,0,5,Not Selected,0,Room_Type 1,225,2018,12,27,Online,0,0,0,70.55,3,Not_Canceled,Carlos Walters,21658
INN21659,2,0,1,1,Not Selected,0,Room_Type 1,28,2018,12,3,Online,0,0,0,88,1,Not_Canceled,Sarah Gallegos,21659
INN21660,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,9,22,Online,0,0,0,158,0,Not_Canceled,Shannon Allen,21660
INN21661,2,0,2,1,Meal Plan 2,0,Room_Type 1,124,2017,8,8,Offline,0,0,0,94.5,0,Canceled,Tami Yoder,21661
INN21662,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,1,16,Online,0,0,0,67.5,1,Not_Canceled,Daniel Smith,21662
INN21663,2,0,2,0,Meal Plan 1,1,Room_Type 1,2,2017,8,9,Online,0,0,0,99,2,Not_Canceled,Adam Colon,21663
INN21664,2,0,1,2,Meal Plan 1,0,Room_Type 1,218,2018,10,7,Online,0,0,0,106.1,2,Canceled,Crystal Patel,21664
INN21665,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,87,0,Not_Canceled,Kayla Garcia,21665
INN21666,1,0,0,3,Meal Plan 1,0,Room_Type 1,89,2017,11,17,Online,0,0,0,63.75,1,Canceled,Dean Ortiz,21666
INN21667,2,1,2,1,Meal Plan 1,0,Room_Type 1,59,2018,10,9,Offline,0,0,0,100,0,Not_Canceled,Donald Zimmerman,21667
INN21668,1,0,0,1,Meal Plan 1,0,Room_Type 4,22,2018,5,21,Online,0,0,0,156,1,Not_Canceled,William Bartlett,21668
INN21669,1,0,1,2,Meal Plan 1,0,Room_Type 1,93,2017,9,21,Online,0,0,0,80.75,1,Not_Canceled,Robert Freeman,21669
INN21670,1,0,2,3,Meal Plan 1,0,Room_Type 4,12,2018,4,29,Online,0,0,0,152,1,Not_Canceled,Joshua Mosley,21670
INN21671,3,0,2,5,Meal Plan 1,0,Room_Type 1,246,2018,12,27,Online,0,0,0,93.36,2,Not_Canceled,William Richardson,21671
INN21672,2,0,1,4,Meal Plan 1,0,Room_Type 1,336,2018,9,21,Offline,0,0,0,78,0,Not_Canceled,Anthony Davis,21672
INN21673,2,2,2,3,Meal Plan 1,0,Room_Type 6,97,2018,10,21,Online,0,0,0,185.22,0,Canceled,Steven Jackson,21673
INN21674,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65,0,Not_Canceled,Sandra Whitehead,21674
INN21675,1,0,1,1,Meal Plan 1,0,Room_Type 1,117,2018,2,29,Offline,0,0,0,75,0,Not_Canceled,Kimberly Harmon,21675
INN21676,2,1,0,1,Meal Plan 1,0,Room_Type 6,114,2018,7,30,Online,0,0,0,186.3,2,Not_Canceled,Patricia Clark,21676
INN21677,2,0,1,3,Meal Plan 1,0,Room_Type 4,22,2018,9,26,Online,0,0,0,94.86,1,Not_Canceled,Marc Combs,21677
INN21678,2,1,0,2,Meal Plan 2,0,Room_Type 4,4,2018,3,11,Online,0,0,0,183.5,2,Not_Canceled,Andrew Solomon,21678
INN21679,3,0,0,1,Meal Plan 1,0,Room_Type 1,31,2017,12,22,Online,0,0,0,109.8,1,Not_Canceled,Kenneth Guerrero,21679
INN21680,1,0,4,9,Not Selected,0,Room_Type 1,34,2018,2,19,Online,0,0,0,69.82,0,Canceled,Alexander Moran,21680
INN21681,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,4,29,Online,0,0,0,141,1,Not_Canceled,Bethany Wood,21681
INN21682,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,Not_Canceled,Fernando Fischer,21682
INN21683,2,1,2,5,Meal Plan 1,0,Room_Type 4,152,2018,7,21,Online,0,0,0,132.13,4,Not_Canceled,George Lee,21683
INN21684,2,0,2,3,Meal Plan 1,0,Room_Type 4,76,2018,3,26,Online,0,0,0,99.45,0,Canceled,Keith Mosley,21684
INN21685,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,Not_Canceled,Austin Harper,21685
INN21686,1,0,1,2,Meal Plan 1,0,Room_Type 4,52,2018,5,27,Online,0,0,0,108.11,2,Not_Canceled,Patrick Flores,21686
INN21687,1,0,0,1,Meal Plan 1,0,Room_Type 4,30,2018,10,28,Online,0,0,0,110.88,1,Not_Canceled,Michelle Horton,21687
INN21688,1,0,1,3,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,Not_Canceled,Christopher Santiago,21688
INN21689,2,0,1,2,Meal Plan 1,0,Room_Type 4,57,2018,2,29,Online,0,0,0,95.3,1,Not_Canceled,Margaret Lucero,21689
INN21690,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115,1,Canceled,Sharon Collins,21690
INN21691,1,0,0,2,Meal Plan 1,0,Room_Type 4,3,2018,10,27,Aviation,0,0,0,110,0,Not_Canceled,Miguel Bender,21691
INN21692,1,0,1,0,Not Selected,0,Room_Type 1,3,2018,10,10,Online,0,0,0,134,0,Not_Canceled,Anna Wallace,21692
INN21693,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,Offline,0,0,0,70,0,Canceled,Mark Underwood,21693
INN21694,3,0,0,2,Meal Plan 1,0,Room_Type 4,4,2018,3,22,Online,0,0,0,137,0,Not_Canceled,Anthony Evans,21694
INN21695,2,0,2,2,Meal Plan 1,0,Room_Type 1,242,2018,9,10,Online,0,0,0,100.3,0,Canceled,Kenneth Thompson,21695
INN21696,1,0,1,4,Meal Plan 1,0,Room_Type 1,21,2018,12,19,Online,0,0,0,67.32,0,Not_Canceled,Krystal Simmons,21696
INN21697,2,1,2,2,Meal Plan 1,0,Room_Type 1,92,2018,5,15,Online,0,0,0,135.15,2,Not_Canceled,Matthew Butler,21697
INN21698,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,4,Corporate,1,3,30,65,0,Not_Canceled,Kimberly Manning,21698
INN21699,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,2,19,Corporate,0,0,0,91,0,Not_Canceled,Stephanie Greene,21699
INN21700,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,19,Corporate,1,3,12,65,0,Not_Canceled,Julia Gibson,21700
INN21701,2,0,0,1,Meal Plan 1,0,Room_Type 1,69,2017,9,30,Offline,0,0,0,71.4,0,Not_Canceled,Jennifer Gentry,21701
INN21702,2,0,2,4,Meal Plan 1,0,Room_Type 2,23,2018,5,21,Online,0,0,0,128.49,0,Canceled,Jordan Velasquez,21702
INN21703,3,0,0,2,Meal Plan 1,0,Room_Type 4,113,2018,8,23,Online,0,0,0,150.3,0,Canceled,Lori Cobb,21703
INN21704,2,0,0,2,Not Selected,0,Room_Type 1,57,2018,11,11,Online,0,0,0,79.2,1,Not_Canceled,Cynthia Watson,21704
INN21705,1,0,0,1,Meal Plan 1,0,Room_Type 1,29,2018,5,20,Corporate,0,0,0,95,0,Not_Canceled,Renee Robinson,21705
INN21706,2,0,1,1,Meal Plan 1,0,Room_Type 1,45,2018,1,23,Online,0,0,0,79.8,0,Not_Canceled,Michael Golden,21706
INN21707,2,0,1,0,Not Selected,0,Room_Type 1,102,2018,10,9,Online,0,0,0,108,1,Not_Canceled,Anna Payne,21707
INN21708,2,0,2,1,Not Selected,0,Room_Type 1,8,2018,10,29,Online,0,0,0,126.67,1,Canceled,Beth Higgins,21708
INN21709,2,0,2,1,Meal Plan 1,0,Room_Type 4,24,2018,2,27,Offline,0,0,0,48.67,0,Not_Canceled,Christy Campos,21709
INN21710,2,0,1,2,Not Selected,0,Room_Type 1,146,2018,5,30,Online,0,0,0,94.8,1,Canceled,Kristina Parrish,21710
INN21711,2,0,1,1,Meal Plan 1,0,Room_Type 1,210,2018,5,2,Online,0,0,0,88.7,0,Canceled,Kristen Allison,21711
INN21712,2,0,0,2,Meal Plan 1,0,Room_Type 1,107,2018,6,10,Offline,0,0,0,130,0,Canceled,Stephen Wright,21712
INN21713,1,0,1,2,Meal Plan 1,0,Room_Type 1,7,2018,6,13,Online,0,0,0,108.33,1,Not_Canceled,Richard Barnett,21713
INN21714,3,0,0,2,Meal Plan 1,0,Room_Type 4,204,2018,10,7,Online,0,0,0,141.3,0,Canceled,Cynthia Bailey,21714
INN21715,1,0,1,1,Meal Plan 1,0,Room_Type 1,13,2018,4,4,Offline,0,0,0,76,0,Not_Canceled,Jodi Smith,21715
INN21716,1,0,2,5,Meal Plan 1,0,Room_Type 6,26,2018,11,13,Online,0,0,0,143.65,1,Canceled,Jerry Mcgee,21716
INN21717,2,0,2,3,Meal Plan 1,0,Room_Type 1,36,2018,8,19,Online,0,0,0,135.9,1,Not_Canceled,Javier Cunningham,21717
INN21718,1,0,0,2,Meal Plan 2,0,Room_Type 1,11,2018,10,4,Complementary,1,1,0,0,0,Not_Canceled,Molly Gonzales,21718
INN21719,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,Canceled,Erika Christensen,21719
INN21720,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100,0,Not_Canceled,Daisy Byrd,21720
INN21721,2,1,0,3,Meal Plan 1,1,Room_Type 4,97,2018,6,30,Offline,0,0,0,103.78,1,Not_Canceled,Bonnie Morgan,21721
INN21722,2,0,0,3,Meal Plan 1,0,Room_Type 1,14,2017,9,8,Online,0,0,0,105,1,Not_Canceled,Kelsey Booth,21722
INN21723,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,2018,10,3,Offline,0,0,0,100,0,Canceled,Sarah Ashley,21723
INN21724,2,0,2,2,Meal Plan 1,0,Room_Type 1,154,2018,10,16,Online,0,0,0,118.8,0,Canceled,Anthony Gonzalez,21724
INN21725,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,11,11,Offline,0,0,0,75,0,Not_Canceled,Gabrielle Daniels,21725
INN21726,2,0,1,3,Not Selected,0,Room_Type 1,19,2018,11,24,Online,0,0,0,74.8,2,Not_Canceled,Robert Nguyen,21726
INN21727,2,0,2,3,Meal Plan 1,0,Room_Type 4,129,2018,8,11,Online,0,0,0,127.8,1,Not_Canceled,Kayla Martin,21727
INN21728,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89,0,Canceled,John Pham,21728
INN21729,1,0,1,3,Not Selected,0,Room_Type 1,30,2018,11,7,Online,0,0,0,137.83,1,Not_Canceled,Kirsten Allen PhD,21729
INN21730,1,0,2,0,Not Selected,0,Room_Type 1,80,2018,7,24,Online,0,0,0,94.5,1,Not_Canceled,Donald Robinson,21730
INN21731,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,3,1,Corporate,1,0,4,65,0,Not_Canceled,Nancy Obrien,21731
INN21732,3,0,2,3,Meal Plan 1,0,Room_Type 4,33,2018,7,17,Online,0,0,0,161.1,2,Not_Canceled,Donald Hamilton,21732
INN21733,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,Not_Canceled,Cynthia Rogers,21733
INN21734,2,0,2,2,Meal Plan 1,0,Room_Type 1,14,2017,12,27,Online,0,0,0,107,0,Not_Canceled,William Moreno,21734
INN21735,2,0,0,4,Not Selected,0,Room_Type 1,47,2018,12,7,Online,0,0,0,74.8,1,Not_Canceled,Kristin Barker,21735
INN21736,2,0,1,0,Not Selected,0,Room_Type 1,43,2018,10,3,Online,0,0,0,108,1,Canceled,Robin Evans,21736
INN21737,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Canceled,Teresa Miller,21737
INN21738,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,2018,3,25,Offline,0,0,0,100,0,Canceled,Lisa Barnes,21738
INN21739,2,0,1,2,Meal Plan 1,0,Room_Type 1,77,2018,2,19,Online,0,0,0,80.3,1,Not_Canceled,Brian Lopez,21739
INN21740,2,0,0,2,Meal Plan 1,0,Room_Type 2,238,2018,8,5,Online,0,0,0,86.75,0,Canceled,Rebecca Flowers,21740
INN21741,1,0,0,2,Not Selected,0,Room_Type 1,83,2018,5,18,Online,0,0,0,83.59,0,Not_Canceled,Brian Reyes,21741
INN21742,2,0,1,3,Meal Plan 1,0,Room_Type 1,95,2018,4,25,Online,0,0,0,90.95,2,Not_Canceled,Kara Bryant,21742
INN21743,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,8,5,Complementary,0,0,0,6,0,Not_Canceled,Scott Romero,21743
INN21744,2,0,1,2,Meal Plan 1,0,Room_Type 5,32,2018,9,2,Online,0,0,0,116.64,0,Not_Canceled,Raymond Allen,21744
INN21745,2,1,2,2,Meal Plan 1,0,Room_Type 1,30,2018,5,21,Online,0,0,0,133.58,0,Not_Canceled,James Perkins,21745
INN21746,2,0,0,3,Meal Plan 1,0,Room_Type 1,188,2018,6,2,Offline,0,0,0,80.75,0,Canceled,Stacey Watson,21746
INN21747,2,0,0,3,Meal Plan 1,0,Room_Type 1,109,2018,10,25,Online,0,0,0,66.49,1,Not_Canceled,Karen Ruiz,21747
INN21748,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105,0,Not_Canceled,Craig Bradford,21748
INN21749,1,2,2,2,Meal Plan 1,0,Room_Type 6,20,2018,9,18,Online,0,0,0,231.5,0,Canceled,Alicia Hill,21749
INN21750,2,0,2,5,Meal Plan 1,0,Room_Type 1,150,2018,3,19,Offline,0,0,0,41.43,2,Not_Canceled,Mr. David Allen,21750
INN21751,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,30,Online,0,0,0,149,0,Not_Canceled,Nancy Valenzuela,21751
INN21752,2,0,0,3,Meal Plan 1,0,Room_Type 4,62,2018,4,21,Online,0,0,0,91.48,1,Not_Canceled,Miss Glenda Thompson,21752
INN21753,2,1,0,1,Meal Plan 1,0,Room_Type 1,91,2018,8,3,Online,0,0,0,135.9,0,Canceled,Thomas Bowen,21753
INN21754,3,0,2,4,Meal Plan 2,0,Room_Type 4,85,2018,8,19,Online,0,0,0,201.6,1,Not_Canceled,John Floyd,21754
INN21755,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,2018,10,12,Offline,0,0,0,75,0,Canceled,Shane Blackburn,21755
INN21756,2,2,3,5,Meal Plan 2,0,Room_Type 6,155,2018,7,10,Online,0,0,0,218.03,2,Canceled,John Suarez,21756
INN21757,3,0,1,3,Meal Plan 1,0,Room_Type 4,49,2018,3,17,Online,0,0,0,120.06,2,Not_Canceled,Heather Vega,21757
INN21758,1,0,1,1,Meal Plan 1,0,Room_Type 1,6,2017,10,26,Corporate,1,0,2,65,0,Not_Canceled,James Baker,21758
INN21759,3,0,2,0,Meal Plan 1,0,Room_Type 4,91,2018,9,4,Online,0,0,0,168.3,1,Not_Canceled,Richard Bush,21759
INN21760,1,0,0,1,Meal Plan 1,0,Room_Type 1,182,2018,10,12,Offline,0,0,0,120,0,Canceled,Rebecca Ponce,21760
INN21761,2,0,1,3,Meal Plan 1,0,Room_Type 1,101,2018,8,22,Offline,0,0,0,72.25,1,Not_Canceled,Misty Ballard,21761
INN21762,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130,0,Canceled,Andrew Scott,21762
INN21763,1,0,0,2,Meal Plan 1,0,Room_Type 4,53,2018,6,17,Online,0,0,0,140.4,0,Canceled,Robert Smith,21763
INN21764,3,0,1,3,Meal Plan 1,0,Room_Type 4,101,2018,12,8,Online,0,0,0,119,2,Not_Canceled,Michael Thomas,21764
INN21765,2,0,1,4,Meal Plan 1,0,Room_Type 1,32,2017,10,5,Online,0,0,0,97.92,2,Not_Canceled,Mary Murphy,21765
INN21766,2,0,1,1,Not Selected,0,Room_Type 1,91,2018,6,18,Online,0,0,0,116.1,0,Canceled,Maria Guerrero,21766
INN21767,3,0,1,4,Meal Plan 1,0,Room_Type 6,14,2018,9,14,Online,0,0,0,153.38,1,Not_Canceled,Julie Brown,21767
INN21768,2,0,2,2,Meal Plan 1,0,Room_Type 1,8,2018,3,6,Online,0,0,0,103,0,Not_Canceled,Sharon Clarke,21768
INN21769,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,10,19,Corporate,0,0,0,132,0,Not_Canceled,Todd Martinez,21769
INN21770,2,0,1,0,Not Selected,0,Room_Type 1,165,2018,7,10,Online,0,0,0,103.5,1,Canceled,Russell Martin,21770
INN21771,2,0,0,4,Meal Plan 1,0,Room_Type 1,49,2017,12,30,Offline,0,0,0,71,0,Not_Canceled,Claudia Bullock,21771
INN21772,2,0,2,3,Meal Plan 1,0,Room_Type 1,6,2017,10,1,Offline,0,0,0,58.4,0,Not_Canceled,Dr. Marissa Willis,21772
INN21773,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,5,16,Corporate,1,0,1,95,0,Not_Canceled,Stacy Green,21773
INN21774,2,1,2,3,Meal Plan 1,0,Room_Type 1,32,2018,2,5,Online,0,0,0,80.3,1,Not_Canceled,Jennifer Robinson,21774
INN21775,3,0,1,2,Meal Plan 2,0,Room_Type 4,91,2018,7,18,Online,0,0,0,195,2,Not_Canceled,Sandra Edwards,21775
INN21776,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,4,22,Online,0,0,0,105.3,2,Not_Canceled,Michael Mckenzie,21776
INN21777,1,0,0,1,Not Selected,0,Room_Type 1,8,2018,5,25,Online,0,0,0,119,0,Not_Canceled,Jennifer Bowers,21777
INN21778,2,0,1,1,Meal Plan 1,0,Room_Type 1,36,2018,4,11,Online,0,0,0,105.3,1,Not_Canceled,Amy Crawford,21778
INN21779,1,0,1,0,Meal Plan 1,0,Room_Type 1,7,2017,11,16,Online,0,0,0,91,2,Not_Canceled,Shawn Adkins,21779
INN21780,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70,1,Not_Canceled,Michael Frye,21780
INN21781,3,0,2,2,Meal Plan 1,0,Room_Type 1,6,2018,2,7,Offline,0,0,0,90.2,1,Not_Canceled,Ashley Christian,21781
INN21782,2,0,0,1,Not Selected,0,Room_Type 1,19,2018,7,29,Online,0,0,0,99,1,Not_Canceled,Jose Smith,21782
INN21783,2,0,1,2,Meal Plan 1,0,Room_Type 1,5,2017,10,19,Offline,0,0,0,90,0,Not_Canceled,Anthony Zuniga,21783
INN21784,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95,0,Canceled,Mrs. Kathleen Graham,21784
INN21785,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107,0,Canceled,Ashley Barker,21785
INN21786,1,0,2,0,Meal Plan 1,0,Room_Type 1,22,2018,10,2,Online,0,0,0,125.1,1,Not_Canceled,Ralph Morgan,21786
INN21787,2,0,0,1,Not Selected,0,Room_Type 1,81,2018,5,7,Online,0,0,0,116.1,0,Not_Canceled,Christopher Davenport,21787
INN21788,3,0,3,6,Meal Plan 1,0,Room_Type 4,92,2018,7,18,Online,0,0,0,148.7,2,Not_Canceled,Ashlee Salazar,21788
INN21789,2,0,2,6,Meal Plan 1,0,Room_Type 1,249,2018,10,14,Offline,0,0,0,89.75,0,Not_Canceled,Deborah Phillips,21789
INN21790,1,0,0,1,Meal Plan 1,0,Room_Type 1,43,2017,10,23,Online,0,0,0,0,0,Not_Canceled,Misty Ortiz,21790
INN21791,2,0,0,4,Meal Plan 1,0,Room_Type 4,24,2018,5,31,Online,0,0,0,104.61,1,Not_Canceled,Ricardo Davis,21791
INN21792,1,0,2,1,Not Selected,0,Room_Type 1,116,2018,12,17,Online,0,0,0,79.2,2,Not_Canceled,Clifford Davenport,21792
INN21793,1,0,1,3,Meal Plan 1,0,Room_Type 1,22,2017,9,17,Online,0,0,0,109.25,3,Not_Canceled,Robert Hamilton,21793
INN21794,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled,Francis Hansen,21794
INN21795,2,0,2,2,Meal Plan 1,0,Room_Type 2,231,2018,9,11,Online,0,0,0,100.3,1,Canceled,Katherine Powell,21795
INN21796,2,0,2,5,Not Selected,0,Room_Type 1,15,2018,11,22,Online,0,0,0,77.35,2,Canceled,William Bailey,21796
INN21797,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled,Dr. Stephanie Massey DDS,21797
INN21798,2,0,2,3,Meal Plan 1,0,Room_Type 1,256,2018,10,16,Online,0,0,0,100.75,0,Canceled,Jeffery Johnson,21798
INN21799,3,0,0,3,Meal Plan 1,0,Room_Type 4,32,2018,4,13,Online,0,0,0,140.7,1,Not_Canceled,Caroline Ramos,21799
INN21800,1,0,2,4,Meal Plan 1,0,Room_Type 1,113,2018,11,13,Corporate,0,0,0,79,0,Canceled,Wendy Sampson,21800
INN21801,2,0,2,3,Meal Plan 1,0,Room_Type 1,9,2018,1,24,Offline,0,0,0,66,0,Not_Canceled,Katherine Conrad,21801
INN21802,1,0,1,2,Not Selected,0,Room_Type 1,24,2018,11,7,Online,0,0,0,137.83,1,Not_Canceled,Nicole Hoffman,21802
INN21803,2,1,0,1,Meal Plan 1,0,Room_Type 1,16,2018,11,19,Online,0,0,0,125,2,Not_Canceled,Kevin Adams,21803
INN21804,3,0,2,4,Meal Plan 1,0,Room_Type 4,200,2018,9,24,Offline,0,0,0,115.6,0,Canceled,Jennifer Jones,21804
INN21805,2,0,2,5,Meal Plan 1,0,Room_Type 1,163,2018,8,15,Offline,0,0,0,72.25,1,Not_Canceled,Andrea Miller,21805
INN21806,2,0,0,2,Not Selected,0,Room_Type 1,15,2018,2,12,Online,0,0,0,79,0,Canceled,Timothy Green,21806
INN21807,2,0,2,2,Meal Plan 1,0,Room_Type 4,117,2018,10,28,Online,0,0,0,104.4,2,Not_Canceled,Carrie Murphy,21807
INN21808,2,0,2,2,Meal Plan 1,0,Room_Type 1,242,2017,11,22,Online,0,0,0,72.25,1,Not_Canceled,Robert Murphy,21808
INN21809,1,0,0,2,Meal Plan 1,0,Room_Type 1,41,2018,10,26,Online,0,0,0,123.5,0,Not_Canceled,Andrea Ramirez MD,21809
